timestamp,pdf_id,model,extraction_strategy,prompt_tokens,completion_tokens,cached_tokens,total_cost_usd,pages_extracted
2025-05-07 20:56:44,1633735,gemini-2.0-flash,page-by-page,66305,3467,0,0.008017,15
2025-05-07 20:57:59,2111992,gemini-2.0-flash,page-by-page,92638,4758,0,0.011167,21
2025-05-07 20:58:55,2998892,gemini-2.0-flash,page-by-page,70443,3550,0,0.008464,16
2025-05-07 20:59:30,3075757,gemini-2.0-flash,page-by-page,44267,2348,0,0.005366,10
2025-05-07 21:00:34,3354050,gemini-2.0-flash,page-by-page,79036,3671,0,0.009372,18
2025-05-07 21:01:54,3453932,gemini-2.0-flash,page-by-page,96634,4566,0,0.01149,22
2025-05-07 21:03:07,3558644,gemini-2.0-flash,page-by-page,87820,4139,0,0.010438,20
2025-05-07 21:04:17,3578724,gemini-2.0-flash,page-by-page,79241,3882,0,0.009477,18
2025-05-07 21:05:31,3580522,gemini-2.0-flash,page-by-page,83612,4101,0,0.010002,19
2025-05-07 21:06:39,3623844,gemini-2.0-flash,page-by-page,74795,3617,0,0.008926,17
2025-05-07 21:07:11,3624149,gemini-2.0-flash,page-by-page,35556,1889,0,0.004311,8
2025-05-07 21:08:30,3626545,gemini-2.0-flash,page-by-page,88470,4758,0,0.01075,20
2025-05-07 21:09:53,3648302,gemini-2.0-flash,page-by-page,96554,4474,0,0.011445,22
2025-05-07 21:10:26,3648779,gemini-2.0-flash,page-by-page,35541,1941,0,0.004331,8
2025-05-07 21:10:42,3648845,gemini-2.0-flash,page-by-page,17987,978,0,0.00219,4
2025-05-07 21:11:43,3649517,gemini-2.0-flash,page-by-page,70425,3500,0,0.008443,16
2025-05-07 21:12:30,3650605,gemini-2.0-flash,page-by-page,53166,2835,0,0.006451,12
2025-05-07 21:14:18,3650880,gemini-2.0-flash,page-by-page,118570,5718,0,0.014144,27
2025-05-07 21:16:10,3651584,gemini-2.0-flash,page-by-page,122872,5797,0,0.014606,28
2025-05-07 21:17:39,3651738,gemini-2.0-flash,page-by-page,92757,4894,0,0.011233,21
2025-05-07 21:18:18,3651897,gemini-2.0-flash,page-by-page,44322,2335,0,0.005366,10
2025-05-07 21:19:44,3651958,gemini-2.0-flash,page-by-page,96489,4480,0,0.011441,22
2025-05-07 21:20:50,3652665,gemini-2.0-flash,page-by-page,70350,3350,0,0.008375,16
2025-05-07 21:21:47,3653355,gemini-2.0-flash,page-by-page,74655,3435,0,0.00884,17
2025-05-07 21:22:58,3654204,gemini-2.0-flash,page-by-page,74913,3709,0,0.008975,17
2025-05-07 21:24:46,3654249,gemini-2.0-flash,page-by-page,114085,5379,0,0.01356,26
2025-05-07 21:25:29,3655246,gemini-2.0-flash,page-by-page,52982,2659,0,0.006362,12
2025-05-07 21:27:12,3655872,gemini-2.0-flash,page-by-page,114058,5521,0,0.013614,26
2025-05-07 21:28:15,3656272,gemini-2.0-flash,page-by-page,83427,3925,0,0.009913,19
2025-05-07 21:29:51,3656904,gemini-2.0-flash,page-by-page,114242,5623,0,0.013673,26
2025-05-07 21:30:38,3659998,gemini-2.0-flash,page-by-page,53267,3072,0,0.006556,12
2025-05-07 21:31:53,3660041,gemini-2.0-flash,page-by-page,96445,4363,0,0.01139,22
2025-05-07 21:32:51,3661281,gemini-2.0-flash,page-by-page,74666,3455,0,0.008849,17
2025-05-07 21:33:47,3662802,gemini-2.0-flash,page-by-page,74655,3434,0,0.008839,17
2025-05-07 21:35:02,3664859,gemini-2.0-flash,page-by-page,96490,4458,0,0.011432,22
2025-05-07 21:36:37,3665951,gemini-2.0-flash,page-by-page,105324,5098,0,0.012572,24
2025-05-07 21:37:56,3666918,gemini-2.0-flash,page-by-page,92339,4480,0,0.011026,21
2025-05-07 21:38:52,3667652,gemini-2.0-flash,page-by-page,74663,3443,0,0.008843,17
2025-05-07 21:39:28,3668665,gemini-2.0-flash,page-by-page,39896,2040,0,0.004806,9
2025-05-07 21:41:50,3669725,gemini-2.0-flash,page-by-page,175143,8151,0,0.020775,40
2025-05-07 21:42:38,3669750,gemini-2.0-flash,page-by-page,53204,2897,0,0.006479,12
2025-05-07 21:44:08,3670025,gemini-2.0-flash,page-by-page,105406,5031,0,0.012553,24
2025-05-07 21:44:25,3670952,gemini-2.0-flash,page-by-page,18005,1013,0,0.002206,4
