timestamp,pdf_id,model,extraction_strategy,prompt_tokens,completion_tokens,cached_tokens,total_cost_usd,pages_extracted
2025-04-30 13:09:37,1633735,gpt-4.1,page-by-page,51613,3179,0,0.128658,15
2025-04-30 13:13:05,2111992,gpt-4.1,page-by-page,72122,4407,0,0.1795,21
2025-04-30 13:16:38,2998892,gpt-4.1,page-by-page,54823,3180,0,0.135086,16
2025-04-30 13:17:42,3075757,gpt-4.1,page-by-page,18822,1136,0,0.046732,10
2025-04-30 13:19:29,3354050,gpt-4.1,page-by-page,35766,2034,0,0.087804,18
2025-04-30 13:22:12,3453932,gpt-4.1,page-by-page,45927,2574,0,0.112446,22
2025-04-30 13:23:37,3558644,gpt-4.1,page-by-page,25586,1482,0,0.063028,20
2025-04-30 13:25:37,3578724,gpt-4.1,page-by-page,32517,1983,0,0.080898,18
2025-04-30 13:27:56,3580522,gpt-4.1,page-by-page,46035,2705,0,0.11371,19
2025-04-30 13:29:53,3623844,gpt-4.1,page-by-page,32468,1972,0,0.080712,17
2025-04-30 13:30:55,3624149,gpt-4.1,page-by-page,18817,1140,0,0.046754,8
2025-04-30 13:36:03,3626545,gpt-4.1,page-by-page,68585,4089,0,0.169882,20
2025-04-30 13:38:51,3648302,gpt-4.1,page-by-page,56146,3166,0,0.13762,22
2025-04-30 13:39:36,3648779,gpt-4.1,page-by-page,12037,756,0,0.030122,8
2025-04-30 13:40:16,3648845,gpt-4.1,page-by-page,14059,905,0,0.035358,4
2025-04-30 13:42:07,3649517,gpt-4.1,page-by-page,29121,1834,0,0.072914,16
2025-04-30 13:43:36,3650605,gpt-4.1,page-by-page,18882,1226,0,0.047572,12
2025-04-30 13:47:38,3650880,gpt-4.1,page-by-page,66279,3672,0,0.161934,27
2025-04-30 13:51:17,3651584,gpt-4.1,page-by-page,63004,3601,0,0.154816,28
2025-04-30 13:55:50,3651738,gpt-4.1,page-by-page,71951,4228,0,0.177726,21
2025-04-30 13:56:42,3651897,gpt-4.1,page-by-page,15441,963,0,0.038586,10
2025-04-30 13:59:32,3651958,gpt-4.1,page-by-page,49278,2716,0,0.120284,22
2025-04-30 14:01:27,3652665,gpt-4.1,page-by-page,28966,1638,0,0.071036,16
2025-04-30 14:02:57,3653355,gpt-4.1,page-by-page,32378,1872,0,0.079732,17
2025-04-30 14:05:54,3654204,gpt-4.1,page-by-page,52701,2921,0,0.12877,17
2025-04-30 14:09:08,3654249,gpt-4.1,page-by-page,59556,3343,0,0.145856,26
2025-04-30 14:11:31,3655246,gpt-4.1,page-by-page,41223,2403,0,0.10167,12
2025-04-30 14:15:05,3655872,gpt-4.1,page-by-page,56245,3287,0,0.138786,26
2025-04-30 14:16:42,3656272,gpt-4.1,page-by-page,35733,1984,0,0.087338,19
2025-04-30 14:19:33,3656904,gpt-4.1,page-by-page,49451,2897,0,0.122078,26
2025-04-30 14:20:58,3659998,gpt-4.1,page-by-page,18940,1284,0,0.048152,12
2025-04-30 14:22:35,3660041,gpt-4.1,page-by-page,32303,1769,0,0.078758,22
2025-04-30 14:24:11,3661281,gpt-4.1,page-by-page,32335,1783,0,0.078934,17
2025-04-30 14:25:43,3662802,gpt-4.1,page-by-page,32373,1858,0,0.07961,17
2025-04-30 14:27:20,3664859,gpt-4.1,page-by-page,32345,1802,0,0.079106,22
2025-04-30 14:30:47,3665951,gpt-4.1,page-by-page,52720,2933,0,0.128904,24
2025-04-30 14:34:51,3666918,gpt-4.1,page-by-page,71779,4094,0,0.17631,21
2025-04-30 14:36:31,3667652,gpt-4.1,page-by-page,32350,1810,0,0.07918,17
2025-04-30 14:37:56,3668665,gpt-4.1,page-by-page,22294,1409,0,0.05586,9
2025-04-30 14:41:46,3669725,gpt-4.1,page-by-page,76536,4278,0,0.187296,40
2025-04-30 14:43:00,3669750,gpt-4.1,page-by-page,18812,1112,0,0.04652,12
2025-04-30 14:47:15,3670025,gpt-4.1,page-by-page,76343,4094,0,0.185438,24
2025-04-30 14:48:02,3670952,gpt-4.1,page-by-page,14070,927,0,0.035556,4
