timestamp,pdf_id,model,extraction_strategy,prompt_tokens,completion_tokens,cached_tokens,total_cost_usd,pages_extracted
2025-05-12 18:01:07,1633735,gpt-4o,multipage,12445,195,0,0.029951,15
2025-05-12 18:01:33,2111992,gpt-4o,multipage,17101,206,0,0.040537,21
2025-05-12 18:02:34,2998892,gpt-4o,multipage,13221,228,0,0.032027,16
2025-05-12 18:02:54,3075757,gpt-4o,multipage,8565,203,0,0.021301,10
2025-05-12 18:03:20,3354050,gpt-4o,multipage,14773,205,0,0.035289,18
2025-05-12 18:04:28,3453932,gpt-4o,multipage,17877,199,0,0.042213,22
2025-05-12 18:05:06,3558644,gpt-4o,multipage,16325,179,0,0.038521,20
2025-05-12 18:05:32,3578724,gpt-4o,multipage,14773,209,0,0.035329,18
2025-05-12 18:06:00,3580522,gpt-4o,multipage,15549,199,0,0.036975,19
2025-05-12 18:06:39,3623844,gpt-4o,multipage,13997,191,0,0.033403,17
2025-05-12 18:07:04,3624149,gpt-4o,multipage,7013,171,0,0.017489,8
2025-05-12 18:07:58,3626545,gpt-4o,multipage,16325,182,0,0.038551,20
2025-05-12 18:09:01,3648302,gpt-4o,multipage,17877,189,0,0.042113,22
2025-05-12 18:09:18,3648779,gpt-4o,multipage,7013,206,0,0.017839,8
2025-05-12 18:09:31,3648845,gpt-4o,multipage,3909,171,0,0.010505,4
2025-05-12 18:10:12,3649517,gpt-4o,multipage,13221,201,0,0.031757,16
2025-05-12 18:10:43,3650605,gpt-4o,multipage,10117,207,0,0.024833,12
2025-05-12 18:11:32,3650880,gpt-4o,multipage,21757,197,0,0.050923,27
2025-05-12 18:12:50,3651584,gpt-4o,multipage,22533,191,0,0.052609,28
2025-05-12 18:13:24,3651738,gpt-4o,multipage,17101,206,0,0.040537,21
2025-05-12 18:14:04,3651897,gpt-4o,multipage,8565,179,0,0.021061,10
2025-05-12 18:15:06,3651958,gpt-4o,multipage,17877,176,0,0.041983,22
2025-05-12 18:15:30,3652665,gpt-4o,multipage,13221,171,0,0.031457,16
2025-05-12 18:15:54,3653355,gpt-4o,multipage,13997,207,0,0.033563,17
2025-05-12 18:16:45,3654204,gpt-4o,multipage,13997,210,0,0.033593,17
2025-05-12 18:18:05,3654249,gpt-4o,multipage,20981,193,0,0.049137,26
2025-05-12 18:18:33,3655246,gpt-4o,multipage,10254,210,0,0.025171,12
2025-05-12 18:19:11,3655872,gpt-4o,multipage,20981,206,0,0.049267,26
2025-05-12 18:19:53,3656272,gpt-4o,multipage,14773,215,0,0.035389,19
2025-05-12 18:20:30,3656904,gpt-4o,multipage,20981,179,0,0.048997,26
2025-05-12 18:20:57,3659998,gpt-4o,multipage,10117,212,0,0.024883,12
2025-05-12 18:22:03,3660041,gpt-4o,multipage,17877,176,0,0.041983,22
2025-05-12 18:22:38,3661281,gpt-4o,multipage,13997,203,0,0.033523,17
2025-05-12 18:23:04,3662802,gpt-4o,multipage,13997,200,0,0.033493,17
2025-05-12 18:23:31,3664859,gpt-4o,multipage,17877,179,0,0.042013,22
2025-05-12 18:24:12,3665951,gpt-4o,multipage,19429,198,0,0.045695,24
2025-05-12 18:24:56,3666918,gpt-4o,multipage,17101,200,0,0.040477,21
2025-05-12 18:25:20,3667652,gpt-4o,multipage,13997,198,0,0.033473,17
2025-05-12 18:25:35,3668665,gpt-4o,multipage,7789,196,0,0.019485,9
2025-05-12 18:27:06,3669725,gpt-4o,multipage,31845,171,0,0.073361,40
2025-05-12 18:27:26,3669750,gpt-4o,multipage,10117,171,0,0.024473,12
2025-05-12 18:28:14,3670025,gpt-4o,multipage,19429,171,0,0.045425,24
2025-05-12 18:28:27,3670952,gpt-4o,multipage,4865,171,0,0.012656,4
