timestamp,pdf_id,model,extraction_strategy,prompt_tokens,completion_tokens,cached_tokens,total_cost_usd,pages_extracted
2025-05-09 15:22:32,1633735,mistral-medium-2505,multipage,8274,265,0,0.00384,15
2025-05-09 15:22:50,2111992,mistral-medium-2505,multipage,12091,278,0,0.005392,21
2025-05-09 15:23:10,2998892,mistral-medium-2505,multipage,14078,281,0,0.006193,16
2025-05-09 15:23:24,3075757,mistral-medium-2505,multipage,11581,269,0,0.00517,10
2025-05-09 15:23:41,3354050,mistral-medium-2505,multipage,12337,259,0,0.005453,18
2025-05-09 15:24:05,3453932,mistral-medium-2505,multipage,16495,249,0,0.007096,22
2025-05-09 15:24:32,3558644,mistral-medium-2505,multipage,18535,277,0,0.007968,20
2025-05-09 15:24:58,3578724,mistral-medium-2505,multipage,15512,270,0,0.006745,18
2025-05-09 15:25:24,3580522,mistral-medium-2505,multipage,14838,252,0,0.006439,19
2025-05-09 15:25:48,3623844,mistral-medium-2505,multipage,13692,282,0,0.006041,17
2025-05-09 15:26:03,3624149,mistral-medium-2505,multipage,7332,264,0,0.003461,8
2025-05-09 15:26:24,3626545,mistral-medium-2505,multipage,12708,260,0,0.005603,20
2025-05-09 15:26:50,3648302,mistral-medium-2505,multipage,15078,274,0,0.006579,22
2025-05-09 15:27:07,3648779,mistral-medium-2505,multipage,10117,241,0,0.004529,8
2025-05-09 15:27:15,3648845,mistral-medium-2505,multipage,5118,197,0,0.002441,4
2025-05-09 15:27:39,3649517,mistral-medium-2505,multipage,15558,269,0,0.006761,16
2025-05-09 15:27:58,3650605,mistral-medium-2505,multipage,12672,268,0,0.005605,12
2025-05-09 15:28:28,3650880,mistral-medium-2505,multipage,25132,256,0,0.010565,27
2025-05-09 15:29:01,3651584,mistral-medium-2505,multipage,27565,303,0,0.011632,28
2025-05-09 15:29:32,3651738,mistral-medium-2505,multipage,13922,272,0,0.006113,21
2025-05-09 15:29:49,3651897,mistral-medium-2505,multipage,11757,270,0,0.005243,10
2025-05-09 15:30:31,3651958,mistral-medium-2505,multipage,22682,259,0,0.009591,22
2025-05-09 15:30:52,3652665,mistral-medium-2505,multipage,14797,258,0,0.006435,16
2025-05-09 15:31:08,3653355,mistral-medium-2505,multipage,10413,300,0,0.004765,17
2025-05-09 15:31:32,3654204,mistral-medium-2505,multipage,15146,268,0,0.006594,17
2025-05-09 15:32:09,3654249,mistral-medium-2505,multipage,25469,318,0,0.010824,26
2025-05-09 15:32:22,3655246,mistral-medium-2505,multipage,9184,262,0,0.004198,12
2025-05-09 15:33:01,3655872,mistral-medium-2505,multipage,27900,268,0,0.011696,26
2025-05-09 15:33:20,3656272,mistral-medium-2505,multipage,10736,302,0,0.004898,19
2025-05-09 15:33:50,3656904,mistral-medium-2505,multipage,17947,260,0,0.007699,26
2025-05-09 15:34:12,3659998,mistral-medium-2505,multipage,12998,278,0,0.005755,12
2025-05-09 15:34:33,3660041,mistral-medium-2505,multipage,12775,244,0,0.005598,22
2025-05-09 15:34:48,3661281,mistral-medium-2505,multipage,10481,242,0,0.004676,17
2025-05-09 15:35:05,3662802,mistral-medium-2505,multipage,11001,258,0,0.004916,17
2025-05-09 15:35:22,3664859,mistral-medium-2505,multipage,13067,271,0,0.005769,22
2025-05-09 15:35:59,3665951,mistral-medium-2505,multipage,25402,269,0,0.010699,24
2025-05-09 15:36:27,3666918,mistral-medium-2505,multipage,17862,290,0,0.007725,21
2025-05-09 15:36:42,3667652,mistral-medium-2505,multipage,10520,266,0,0.00474,17
2025-05-09 15:36:56,3668665,mistral-medium-2505,multipage,11538,264,0,0.005143,9
2025-05-09 15:39:21,3669725,mistral-medium-2505,multipage,0,0,0,0.0,40
