timestamp,run_name,notes,true_positives,false_positives,false_negatives,accuracy,precision,recall,f1_score
2025-04-11T15:08:29.572891,Post-RadonRemoval,"Removed radon, clarified boolean semantics",150,40,52,0.6198,0.7895,0.7426,0.7653
